x(t-1), y(t-1), x(t), y(t), theta1(t-1), theta2(t-1), theta1(t), theta2(t), training
-3.930945,0.5244861,-3.861895,1.042004,20,180,20,180,true
-3.861895,1.042004,-3.661254,1.524018,20,180,20,195,true
-3.661254,1.524018,-3.342696,1.937677,20,195,20,210,true
-3.342696,1.937677,-2.927929,2.254792,20,210,20,240,true
-2.927929,2.254792,-2.44522,2.453753,20,240,20,240,true
-2.44522,2.453753,-1.927463,2.520999,20,240,20,270,true
-1.927463,2.520999,-1.409945,2.451949,20,270,20,270,true
-1.409945,2.451949,-0.927932,2.251309,20,270,20,285,true
-0.927932,2.251309,-0.7281861,2.323617,20,285,25,285,true
-0.7281861,2.323617,-0.5270401,2.377326,25,285,25,285,true
-0.5270401,2.377326,-0.967379,2.657853,25,285,25,270,true
-0.967379,2.657853,-1.465319,2.814853,25,270,25,255,true
-1.465319,2.814853,-1.986927,2.837627,25,255,25,240,true
-1.986927,2.837627,-2.496656,2.724623,25,240,25,225,true
-2.496656,2.724623,-2.959768,2.483541,25,225,25,225,true
-2.959768,2.483541,-3.344705,2.130813,25,225,25,195,true
-3.344705,2.130813,-3.625231,1.690474,25,195,25,180,true
-3.625231,1.690474,-3.782232,1.192534,25,180,25,180,true
-3.782232,1.192534,-3.805005,0.6709256,25,180,25,150,true
-3.805005,0.6709256,-3.732052,0.9999988,25,150,30,150,true
-3.732052,0.9999988,-3.630693,1.321465,30,150,35,150,true
-3.630693,1.321465,-3.51769,1.831194,35,150,35,165,true
-3.51769,1.831194,-3.276608,2.294306,35,165,35,180,true
-3.276608,2.294306,-2.92388,2.679242,35,180,35,195,true
-2.92388,2.679242,-2.483541,2.959769,35,195,35,210,true
-2.483541,2.959769,-2.21613,3.164961,35,210,40,210,true
-2.21613,3.164961,-1.931851,3.346066,40,210,50,210,true
-1.931851,3.346066,-1.414213,3.414215,50,210,50,240,true
-1.414213,3.414215,-0.8965747,3.346066,50,240,50,240,true
-0.8965747,3.346066,-0.4142129,3.146265,50,240,50,255,true
-0.4142129,3.146265,-0.1389495,3.17037,50,255,50,255,true
-0.1389495,3.17037,0.1377187,3.170424,50,255,55,255,true
0.1377187,3.170424,0.4135149,3.146357,55,255,60,255,true
0.4135149,3.146357,0.6861618,3.098344,60,255,65,255,true
0.6861618,3.098344,0.9667866,2.658068,65,255,65,270,true
0.9667866,2.658068,1.123898,2.160162,65,270,65,285,true
1.123898,2.160162,1.146788,1.63856,65,285,65,315,true
1.146788,1.63856,1.033897,1.128805,65,315,65,315,true
1.033897,1.128805,0.792919,0.6656392,65,315,65,330,true
0.792919,0.6656392,0.4402758,0.2806246,65,330,65,360,true
0.4402758,0.2806246,-5.941603E-07,-2.772228E-07,65,360,65,15,true
-5.941603E-07,-2.772228E-07,-0.4979059,-0.1571111,65,15,65,30,true
-0.4979059,-0.1571111,-1.019508,-0.1800011,65,30,65,45,true
-1.019508,-0.1800011,-1.529261,-0.0671109,65,45,65,45,true
-1.529261,-0.0671109,-1.529291,0.06643248,65,45,70,45,true
-1.529291,0.06643248,-1.969692,0.3468618,70,45,70,60,true
-1.969692,0.3468618,-2.322506,0.7317202,70,60,70,75,true
-2.322506,0.7317202,-2.563689,1.19478,70,75,70,90,true
-2.563689,1.19478,-2.676805,1.704484,70,90,70,105,true
-2.676805,1.704484,-2.654147,2.226097,70,105,70,135,true
-2.654147,2.226097,-2.838065,1.986302,70,135,65,135,true
-2.838065,1.986302,-3.000383,1.73139,65,135,60,135,true
-3.000383,1.73139,-3.139865,1.463301,60,135,55,135,true
-3.139865,1.463301,-3.255453,1.184076,55,135,50,135,true
-3.255453,1.184076,-3.346264,0.8958378,50,135,45,135,true
-3.346264,0.8958378,-3.411607,0.6007826,45,135,40,135,true
-3.411607,0.6007826,-3.450735,0.3040254,40,135,40,135,true
-3.450735,0.3040254,-3.4641,0.004045963,40,135,35,135,true
-3.4641,0.004045963,-3.45137,-0.2967272,35,135,30,135,true
-3.45137,-0.2967272,-3.412476,-0.5958288,30,135,25,135,true
-3.412476,-0.5958288,-3.347611,-0.8907878,25,135,20,135,true
-3.347611,-0.8907878,-3.257236,-1.17916,20,135,15,135,true
-3.257236,-1.17916,-3.142068,-1.458564,15,135,10,135,true
-3.142068,-1.458564,-2.679373,-1.700446,10,135,10,120,true
-2.679373,-1.700446,-2.16984,-1.814331,10,120,10,90,true
-2.16984,-1.814331,-1.648193,-1.792458,10,90,10,75,true
-1.648193,-1.792458,-1.149984,-1.63632,10,75,10,75,true
-1.149984,-1.63632,-1.287381,-1.530574,10,75,15,75,true
-1.287381,-1.530574,-1.415413,-1.413015,15,75,20,75,true
-1.415413,-1.413015,-1.532968,-1.284529,20,75,25,75,true
-1.532968,-1.284529,-1.639026,-1.146124,25,75,30,75,true
-1.639026,-1.146124,-1.73268,-0.9989119,30,75,35,75,true
-1.73268,-0.9989119,-1.812617,-0.8452365,35,75,35,75,true
-1.812617,-0.8452365,-1.291009,-0.8224629,35,75,35,60,true
-1.291009,-0.8224629,-0.7930689,-0.6654633,35,60,35,45,true
-0.7930689,-0.6654633,-0.35273,-0.3849369,35,45,35,30,true
-0.35273,-0.3849369,-7.756705E-07,-1.107772E-06,35,30,35,15,true
-7.756705E-07,-1.107772E-06,0.2410807,0.4631114,35,15,35,360,true
0.2410807,0.4631114,0.3540853,0.9728401,35,360,35,345,true
0.3540853,0.9728401,0.3313118,1.494448,35,345,35,330,true
0.3313118,1.494448,0.1743123,1.992389,35,330,35,315,true
0.1743123,1.992389,-0.1062143,2.432727,35,315,35,300,true
-0.1062143,2.432727,-0.4911504,2.785456,35,300,35,285,true
-0.4911504,2.785456,-0.2465127,2.817664,35,285,40,285,true
-0.2465127,2.817664,-0.002354205,2.828426,40,285,45,285,true
-0.002354205,2.828426,0.2425974,2.818003,45,285,50,285,true
0.2425974,2.818003,0.4863428,2.7863,50,285,55,285,true
0.4863428,2.7863,0.7268717,2.733433,55,285,60,285,true
0.7268717,2.733433,0.9621872,2.659735,60,285,65,285,true
0.9621872,2.659735,1.190334,2.565756,65,285,70,285,true
1.190334,2.565756,1.409428,2.452246,70,285,75,285,true
1.409428,2.452246,1.478587,1.934742,75,285,75,300,true
1.478587,1.934742,1.411449,1.416972,75,300,75,315,true
1.411449,1.416972,1.212591,0.9342208,75,315,75,330,true
1.212591,0.9342208,0.8955626,0.5193874,75,330,75,345,true
0.8955626,0.5193874,0.4819702,0.2007419,75,345,75,360,true
0.4819702,0.2007419,-1.007011E-06,-2.719364E-07,75,360,75,15,true
-1.007011E-06,-2.719364E-07,-0.5175052,-0.06915903,75,15,75,30,true
-0.5175052,-0.06915903,-1.035276,-0.002021194,75,30,75,45,true
-1.035276,-0.002021194,-1.518026,0.1968373,75,45,75,60,true
-1.518026,0.1968373,-1.529405,0.06378341,75,60,70,60,true
-1.529405,0.06378341,-1.529144,-0.06975543,70,60,65,60,true
-1.529144,-0.06975543,-1.517412,-0.201511,65,60,60,60,true
-1.517412,-0.201511,-1.494259,-0.3321707,60,60,55,60,true
-1.494259,-0.3321707,-1.459775,-0.4606557,55,60,50,60,true
-1.459775,-0.4606557,-1.414169,-0.5858958,50,60,45,60,true
-1.414169,-0.5858958,-1.357762,-0.706844,45,60,40,60,true
-1.357762,-0.706844,-1.29099,-0.8224902,40,60,35,60,true
-1.29099,-0.8224902,-1.214413,-0.9318515,35,60,35,60,true
-1.214413,-0.9318515,-0.7320513,-0.7320508,35,60,35,45,true
-0.7320513,-0.7320508,-0.3178375,-0.4142138,35,45,35,30,true
-0.3178375,-0.4142138,-1.548575E-07,-2.682209E-07,35,30,35,15,true
-1.548575E-07,-2.682209E-07,0.1998009,0.4823617,35,15,35,345,true
0.1998009,0.4823617,0.2679494,1,35,345,35,330,true
0.2679494,1,0.1998012,1.517638,35,330,35,315,true
0.1998012,1.517638,3.576279E-07,2,35,315,35,300,true
3.576279E-07,2,-0.3178368,2.414214,35,300,35,285,true
-0.3178368,2.414214,-0.7320507,2.732051,35,285,35,270,true
-0.7320507,2.732051,-1.214412,2.931852,35,270,35,255,true
-1.214412,2.931852,-0.9567825,3.025743,35,255,35,255,true
-0.9567825,3.025743,-0.6911574,3.097234,35,255,40,255,true
-0.6911574,3.097234,-0.419643,3.145545,40,255,45,255,true
-0.419643,3.145545,-0.1444301,3.170125,45,255,50,255,true
-0.1444301,3.170125,0.1322326,3.170658,50,255,55,255,true
0.1322326,3.170658,0.4080699,3.147068,55,255,60,255,true
0.4080699,3.147068,0.6808013,3.099526,60,255,65,255,true
0.6808013,3.099526,0.2951771,3.451503,65,255,65,240,true
0.2951771,3.451503,-0.1684059,3.69168,65,240,65,225,true
-0.1684059,3.69168,-0.6783546,3.803688,65,225,65,210,true
-0.6783546,3.803688,-1.199916,3.779896,65,210,65,195,true
-1.199916,3.779896,-1.52479,3.660933,65,195,60,195,true
-1.52479,3.660933,-1.838059,3.514107,60,195,55,195,true
-1.838059,3.514107,-2.137339,3.340538,55,195,50,195,true
-2.137339,3.340538,-2.420353,3.141545,50,195,45,195,true
-2.420353,3.141545,-2.684947,2.918642,45,195,40,195,true
-2.684947,2.918642,-2.929106,2.673527,40,195,35,195,true
-2.929106,2.673527,-3.148984,2.410666,35,195,30,195,true
-3.148984,2.410666,-3.34593,2.128888,30,195,25,195,true
-3.34593,2.128888,-3.518136,1.830337,25,195,20,195,true
-3.518136,1.830337,-3.664021,1.517354,20,195,15,195,true
-3.664021,1.517354,-3.782259,1.192449,15,195,10,195,true
-3.782259,1.192449,-3.871795,0.8582654,10,195,5,195,true
-3.871795,0.8582654,-3.931852,0.5176387,5,195,0,195,true
-3.931852,0.5176387,-4,7.152557E-07,0,195,0,180,true
-4,7.152557E-07,-3.931852,-0.5176377,0,180,0,180,true
-3.931852,-0.5176377,-3.732052,-0.9999998,0,180,0,150,true
-3.732052,-0.9999998,-3.414215,-1.414213,0,150,0,135,true
-3.414215,-1.414213,-3.000001,-1.732051,0,135,0,120,true
-3.000001,-1.732051,-2.517638,-1.931852,0,120,0,105,true
-2.517638,-1.931852,-2,-2,0,105,0,90,true
-2,-2,-1.482363,-1.931852,0,90,0,90,true
-1.482363,-1.931852,-1.645095,-1.795304,0,90,5,90,true
-1.645095,-1.795304,-1.795306,-1.645093,5,90,15,90,true
-1.795306,-1.645093,-1.931853,-1.482362,15,90,20,90,true
-1.931853,-1.482362,-2.053699,-1.308349,20,90,25,90,true
-2.053699,-1.308349,-2.158977,-1.126176,25,90,25,90,true
-2.158977,-1.126176,-2.248393,-0.9349773,25,90,30,90,true
-2.248393,-0.9349773,-2.321078,-0.7362392,30,90,35,90,true
-2.321078,-0.7362392,-2.376323,-0.5315444,35,90,40,90,true
-2.376323,-0.5315444,-2.41359,-0.3225498,40,90,45,90,true
-2.41359,-0.3225498,-2.432517,-0.1109657,45,90,50,90,true
-2.432517,-0.1109657,-2.432932,0.1014652,50,90,55,90,true
-2.432932,0.1014652,-2.786412,0.4857111,55,90,55,90,true
-2.786412,0.4857111,-2.733476,0.7267132,55,90,60,90,true
-2.733476,0.7267132,-2.659737,0.9621873,60,90,65,90,true
-2.659737,0.9621873,-2.378351,0.522397,65,90,65,75,true
-2.378351,0.522397,-1.992727,0.1704206,65,75,65,75,true
-1.992727,0.1704206,-1.529144,-0.06975579,65,75,65,45,true
-1.529144,-0.06975579,-1.019195,-0.1817644,65,45,65,45,true
-1.019195,-0.1817644,-0.497633,-0.1579721,65,45,65,30,true
-0.497633,-0.1579721,-2.381008E-07,-1.115948E-07,65,30,65,15,true
-2.381008E-07,-1.115948E-07,0.43979,0.2813859,65,15,65,345,true
0.43979,0.2813859,0.7917665,0.66701,65,345,65,330,true
0.7917665,0.66701,1.031943,1.130592,65,330,65,315,true
1.031943,1.130592,1.143952,1.640541,65,315,65,300,true
1.143952,1.640541,1.120159,2.162103,65,300,65,285,true
1.120159,2.162103,0.9621875,2.659735,65,285,65,285,true
0.9621875,2.659735,1.120159,2.162102,65,285,65,300,true
1.120159,2.162102,1.143952,1.64054,65,300,65,315,true
1.143952,1.64054,1.031943,1.130592,65,315,65,330,true
1.031943,1.130592,0.7917662,0.6670094,65,330,65,345,true
0.7917662,0.6670094,0.4397894,0.2813855,65,345,65,360,true
0.4397894,0.2813855,-9.444907E-07,-4.426707E-07,65,360,65,15,true
-9.444907E-07,-4.426707E-07,-0.4976337,-0.1579722,65,15,65,30,true
-0.4976337,-0.1579722,-1.019197,-0.1817642,65,30,65,45,true
-1.019197,-0.1817642,-1.529144,-0.06975567,65,45,65,60,true
-1.529144,-0.06975567,-1.517245,-0.202764,65,60,60,60,true
-1.517245,-0.202764,-1.4938,-0.3342291,60,60,55,60,true
-1.4938,-0.3342291,-1.458985,-0.4631505,55,60,50,60,true
-1.458985,-0.4631505,-1.413067,-0.588547,50,60,45,60,true
-1.413067,-0.588547,-1.35698,-0.7083443,45,60,40,60,true
-1.35698,-0.7083443,-1.290535,-0.8232055,40,60,35,60,true
-1.290535,-0.8232055,-1.214186,-0.932148,35,60,30,60,true
-1.214186,-0.932148,-1.128495,-1.034237,30,60,25,60,true
-1.128495,-1.034237,-1.034123,-1.128599,25,60,20,60,true
-1.034123,-1.128599,-0.9318238,-1.214434,20,60,15,60,true
-0.9318238,-1.214434,-0.822463,-1.291008,15,60,10,60,true
-0.822463,-1.291008,-1.285576,-1.532089,10,60,10,75,true
-1.285576,-1.532089,-1.795305,-1.645093,10,75,10,90,true
-1.795305,-1.645093,-2.316913,-1.622319,10,90,10,90,true
-2.316913,-1.622319,-2.449491,-1.414213,10,90,15,90,true
-2.449491,-1.414213,-2.563426,-1.195345,15,90,20,90,true
-2.563426,-1.195345,-2.657853,-0.9673791,20,90,25,90,true
-2.657853,-0.9673791,-2.732051,-0.7320504,25,90,35,90,true
-2.732051,-0.7320504,-2.785048,-0.4934697,35,90,35,90,true
-2.785048,-0.4934697,-2.817319,-0.2504296,35,90,40,90,true
-2.817319,-0.2504296,-2.828424,-0.004881859,40,90,45,90,true
-2.828424,-0.004881859,-2.818127,0.2411735,45,90,50,90,true
-2.818127,0.2411735,-2.786411,0.4857123,50,90,55,90,true
-2.786411,0.4857123,-2.733475,0.7267153,55,90,60,90,true
-2.733475,0.7267153,-2.659737,0.9621873,60,90,65,90,true
-2.659737,0.9621873,-2.37835,0.522397,65,90,65,75,true
-2.37835,0.522397,-1.992726,0.1704206,65,75,65,75,true
-1.992726,0.1704206,-1.529144,-0.06975579,65,75,65,45,true
-1.529144,-0.06975579,-1.019195,-0.1817645,65,45,65,45,true
-1.019195,-0.1817645,-0.4976327,-0.157972,65,45,65,30,true
-0.4976327,-0.157972,-3.816317E-08,-1.788659E-08,65,30,65,15,true
-3.816317E-08,-1.788659E-08,0.4397901,0.2813861,65,15,65,345,true
0.4397901,0.2813861,0.7917666,0.6670101,65,345,65,330,true
0.7917666,0.6670101,1.031943,1.130593,65,330,65,315,true
1.031943,1.130593,1.143952,1.640542,65,315,65,300,true
1.143952,1.640542,1.120159,2.162104,65,300,65,285,true
1.120159,2.162104,1.303988,2.056469,65,285,70,285,true
1.303988,2.056469,1.478147,1.935079,70,285,75,285,true
1.478147,1.935079,1.641173,1.798888,75,285,80,285,true
1.641173,1.798888,1.79171,1.649007,80,285,85,285,true
1.79171,1.649007,1.813346,2.170664,85,285,85,270,true
1.813346,2.170664,1.69923,2.680145,85,270,85,255,true
1.69923,2.680145,1.457139,3.14273,85,255,85,240,true
1.457139,3.14273,1.103571,3.526896,85,240,85,225,true
1.103571,3.526896,0.6626208,3.806461,85,225,85,225,true
0.6626208,3.806461,0.1643391,3.962374,85,225,85,195,true
0.1643391,3.962374,-0.3573175,3.98401,85,195,85,180,true
-0.3573175,3.98401,-0.866799,3.869894,85,180,85,180,true
-0.866799,3.869894,-1.329384,3.627802,85,180,85,150,true
-1.329384,3.627802,-1.640325,3.49822,85,150,80,150,true
-1.640325,3.49822,-1.938977,3.341942,80,150,75,150,true
-1.938977,3.341942,-2.216129,3.164961,75,150,70,150,true
-2.216129,3.164961,-1.831193,3.51769,70,150,70,165,true
-1.831193,3.51769,-1.36808,3.758771,70,165,70,180,true
-1.36808,3.758771,-0.8583511,3.871776,70,180,70,195,true
-0.8583511,3.871776,-0.3367429,3.849001,70,195,70,225,true
-0.3367429,3.849001,0.1611965,3.692002,70,225,70,225,true
0.1611965,3.692002,-0.1599664,3.692055,70,225,70,225,true
-0.1599664,3.692055,-0.4805304,3.664144,70,225,65,225,true
-0.4805304,3.664144,-0.79785,3.608365,65,225,60,225,true
-0.79785,3.608365,-1.109301,3.525097,60,225,55,225,true
-1.109301,3.525097,-1.412318,3.414999,55,225,50,225,true
-1.412318,3.414999,-1.929994,3.347138,50,225,50,210,true
-1.929994,3.347138,-2.412467,3.147605,50,210,50,195,true
-2.412467,3.147605,-2.826857,2.829997,50,195,50,180,true
-2.826857,2.829997,-3.144924,2.415961,50,180,50,165,true
-3.144924,2.415961,-3.344992,1.933709,50,165,50,150,true
-3.344992,1.933709,-3.413429,1.416109,50,150,50,135,true
-3.413429,1.416109,-3.345568,0.8984332,50,135,50,120,true
-3.345568,0.8984332,-3.146034,0.4159601,50,120,50,105,true
-3.146034,0.4159601,-2.828427,0.001570225,50,105,50,90,true
-2.828427,0.001570225,-2.41439,-0.3164968,50,90,50,75,true
-2.41439,-0.3164968,-2.37791,-0.5243969,50,75,45,75,true
-2.37791,-0.5243969,-2.323402,-0.7288704,45,75,40,75,true
-2.323402,-0.7288704,-2.251192,-0.928215,40,75,35,75,true
-2.251192,-0.928215,-2.16179,-1.120764,35,75,30,75,true
-2.16179,-1.120764,-2.055882,-1.304912,30,75,25,75,true
-2.055882,-1.304912,-1.934324,-1.479135,25,75,20,75,true
-1.934324,-1.479135,-1.416573,-1.411851,20,75,20,75,true
-1.416573,-1.411851,-0.9338779,-1.212855,20,75,20,60,true
-0.9338779,-1.212855,-1.036032,-1.126848,20,60,25,60,true
-1.036032,-1.126848,-1.130301,-1.032263,25,60,30,60,true
-1.130301,-1.032263,-1.215198,-0.9308281,30,60,35,60,true
-1.215198,-0.9308281,-1.291247,-0.8220881,35,60,40,60,true
-1.291247,-0.8220881,-1.357748,-0.7068719,40,60,40,60,true
-1.357748,-0.7068719,-1.414092,-0.5860821,40,60,45,60,true
-1.414092,-0.5860821,-1.459765,-0.4606867,45,60,50,60,true
-1.459765,-0.4606867,-1.494362,-0.3317066,50,60,55,60,true
-1.494362,-0.3317066,-1.517586,-0.2002013,55,60,60,60,true
-1.517586,-0.2002013,-0.9999295,-0.2682132,60,60,60,45,true
-0.9999295,-0.2682132,-0.4823094,-0.1999283,60,45,60,30,true
-0.4823094,-0.1999283,-9.758188E-08,-5.637327E-08,60,30,60,15,true
-9.758188E-08,-5.637327E-08,0.4141297,0.3179466,60,15,60,345,true
0.4141297,0.3179466,0.7318576,0.732244,60,345,60,330,true
0.7318576,0.732244,0.9315311,1.214659,60,330,60,315,true
0.9315311,1.214659,0.999543,1.732315,60,315,60,300,true
0.999543,1.732315,0.931258,2.249935,60,300,60,285,true
0.931258,2.249935,0.7313301,2.732243,60,285,60,285,true
0.7313301,2.732243,0.4911522,2.785456,60,285,55,285,true
0.4911522,2.785456,0.1384239,3.170393,55,285,55,270,true
0.1384239,3.170393,-0.301915,3.45092,55,270,55,255,true
-0.301915,3.45092,-0.7998551,3.607921,55,255,55,240,true
-0.7998551,3.607921,-1.321463,3.630695,55,240,55,225,true
-1.321463,3.630695,-1.831192,3.517691,55,225,55,210,true
-1.831192,3.517691,-2.294305,3.27661,55,210,55,195,true
-2.294305,3.27661,-2.679241,2.923881,55,195,55,180,true
-2.679241,2.923881,-2.959768,2.483542,55,180,55,165,true
-2.959768,2.483542,-3.116769,1.985602,55,165,55,150,true
-3.116769,1.985602,-3.139543,1.463994,55,150,55,135,true
-3.139543,1.463994,-3.026539,0.9542656,55,135,55,120,true
-3.026539,0.9542656,-3.098154,0.6870255,55,120,55,120,true
-3.098154,0.6870255,-3.146243,0.4143872,55,120,50,120,true
-3.146243,0.4143872,-3.170387,0.1385953,50,120,45,120,true
-3.170387,0.1385953,-2.817678,-0.2463603,45,120,45,105,true
-2.817678,-0.2463603,-2.377355,-0.526911,45,105,45,90,true
-2.377355,-0.526911,-2.414232,-0.3177059,45,90,50,90,true
-2.414232,-0.3177059,-2.432729,-0.106214,50,90,55,90,true
-2.432729,-0.106214,-1.969617,-0.3472956,55,90,55,75,true
-1.969617,-0.3472956,-1.459888,-0.4603001,55,75,55,60,true
-1.459888,-0.4603001,-0.9382804,-0.4375267,55,60,55,45,true
-0.9382804,-0.4375267,-0.4403401,-0.2805271,55,45,55,30,true
-0.4403401,-0.2805271,-1.035953E-06,-8.692672E-07,55,30,55,15,true
-1.035953E-06,-8.692672E-07,0.3527282,0.3849349,55,15,55,360,true
0.3527282,0.3849349,0.5938099,0.8480473,55,360,55,345,true
0.5938099,0.8480473,0.7068145,1.357776,55,345,55,330,true
0.7068145,1.357776,0.6840412,1.879384,55,330,55,315,true
0.6840412,1.879384,0.5270416,2.377325,55,315,55,300,true
0.5270416,2.377325,0.2465149,2.817663,55,300,55,285,true
0.2465149,2.817663,0.0001578927,2.828427,55,285,50,285,true
0.0001578927,2.828427,-0.2463563,2.817677,50,285,45,285,true
-0.2463563,2.817677,-0.490992,2.785485,45,285,40,285,true
-0.490992,2.785485,-0.9540906,3.026593,40,285,40,270,true
-0.9540906,3.026593,-1.463813,3.139627,40,270,40,255,true
-1.463813,3.139627,-1.985422,3.116883,40,255,40,240,true
-1.985422,3.116883,-2.483372,2.959911,40,240,40,225,true
-2.483372,2.959911,-2.923726,2.679409,40,225,40,210,true
-2.923726,2.679409,-3.276478,2.294493,40,210,40,195,true
-3.276478,2.294493,-3.517586,1.831394,40,195,40,180,true
-3.517586,1.831394,-3.63062,1.321672,40,180,40,165,true
-3.63062,1.321672,-3.607874,0.8000624,40,165,40,135,true
-3.607874,0.8000624,-3.450903,0.3021133,40,135,40,135,true
-3.450903,0.3021133,-3.464102,0.000197649,40,135,35,135,true
-3.464102,0.000197649,-3.663876,0.4825711,35,135,35,135,true
-3.663876,0.4825711,-3.731995,1.000213,35,135,35,165,true
-3.731995,1.000213,-3.663816,1.517848,35,165,35,180,true
-3.663816,1.517848,-3.463988,2.000199,35,180,35,195,true
-3.463988,2.000199,-3.146127,2.414393,35,195,35,195,true
-3.146127,2.414393,-2.925214,2.677786,35,195,35,195,true
-2.925214,2.677786,-2.681674,2.921649,35,195,40,195,true
-2.681674,2.921649,-2.417359,3.14385,40,195,45,195,true
-2.417359,3.14385,-2.134343,3.342453,45,195,50,195,true
-2.134343,3.342453,-1.834909,3.515753,50,195,55,195,true
-1.834909,3.515753,-1.521515,3.662295,55,195,60,195,true
-1.521515,3.662295,-2.003665,3.461983,60,195,60,180,true
-2.003665,3.461983,-2.417542,3.143708,60,180,60,180,true
-2.417542,3.143708,-2.135471,3.341732,60,180,65,180,true
-2.135471,3.341732,-1.836687,3.514824,65,180,70,180,true
-1.836687,3.514824,-1.523571,3.66144,70,180,75,180,true
-1.523571,3.66144,-1.198661,3.780294,75,180,80,180,true
-1.198661,3.780294,-0.8646256,3.870379,80,180,85,180,true
-0.8646256,3.870379,-1.327347,3.628548,85,180,85,165,true
-1.327347,3.628548,-1.711711,3.275196,85,165,85,150,true
-1.711711,3.275196,-1.991524,2.834403,85,150,85,135,true
-1.991524,2.834403,-2.147717,2.336209,85,135,85,120,true
-2.147717,2.336209,-2.169645,1.814565,85,120,85,105,true
-2.169645,1.814565,-2.055815,1.305019,85,105,85,90,true
-2.055815,1.305019,-1.813984,0.8422977,85,90,85,75,true
-1.813984,0.8422977,-1.880492,0.680993,85,75,80,75,true
-1.880492,0.680993,-1.932688,0.5145065,80,75,75,75,true
-1.932688,0.5145065,-1.970176,0.3441032,75,75,70,75,true
-1.970176,0.3441032,-1.99267,0.1710819,70,75,65,75,true
-1.99267,0.1710819,-1.999998,-0.003241897,65,75,60,75,true
-1.999998,-0.003241897,-1.992104,-0.1775409,60,75,55,75,true
-1.992104,-0.1775409,-1.96905,-0.3504887,55,75,50,75,true
-1.96905,-0.3504887,-1.93101,-0.5207689,50,75,45,75,true
-1.93101,-0.5207689,-1.878274,-0.687086,45,75,40,75,true
-1.878274,-0.687086,-1.811944,-0.8466756,40,75,35,75,true
-1.811944,-0.8466756,-1.73181,-1.000418,35,75,30,75,true
-1.73181,-1.000418,-1.638409,-1.147004,30,75,30,75,true
-1.638409,-1.147004,-1.53242,-1.285181,30,75,25,75,true
-1.53242,-1.285181,-1.414657,-1.413771,25,75,20,75,true
-1.414657,-1.413771,-1.286055,-1.531687,20,75,15,75,true
-1.286055,-1.531687,-1.147662,-1.637948,15,75,10,75,true
-1.147662,-1.637948,-1.64565,-1.794793,10,75,10,75,true
-1.64565,-1.794793,-2.167265,-1.817405,10,75,10,90,true
-2.167265,-1.817405,-2.676959,-1.704243,10,90,10,105,true
-2.676959,-1.704243,-3.139997,-1.463018,10,105,10,120,true
-3.139997,-1.463018,-3.524824,-1.11017,10,120,10,135,true
-3.524824,-1.11017,-3.805214,-0.6697435,10,135,10,150,true
-3.805214,-0.6697435,-3.962059,-0.1717544,10,150,10,180,true
-3.962059,-0.1717544,-3.984671,0.3498604,10,180,10,180,true
-3.984671,0.3498604,-3.939015,0.6958184,10,180,15,180,true
-3.939015,0.6958184,-3.863704,1.035277,15,180,20,180,true
-3.863704,1.035277,-3.663903,1.517639,20,180,20,195,true
-3.663903,1.517639,-3.346066,1.931853,20,195,20,210,true
-3.346066,1.931853,-3.164961,2.21613,20,210,25,210,true
-3.164961,2.21613,-2.959769,2.483541,25,210,25,210,true
-2.959769,2.483541,-2.732051,2.732052,25,210,35,210,true
-2.732051,2.732052,-2.483541,2.959769,35,210,35,210,true
-2.483541,2.959769,-2.216129,3.164962,35,210,40,210,true
-2.216129,3.164962,-1.934637,3.344456,40,210,45,210,true
-1.934637,3.344456,-1.637738,3.499432,45,210,50,210,true
-1.637738,3.499432,-1.32773,3.628408,50,210,55,210,true
-1.32773,3.628408,-1.007072,3.730149,55,210,60,210,true
-1.007072,3.730149,-0.6783543,3.803688,60,210,65,210,true
-0.6783543,3.803688,-0.3442645,3.848336,65,210,70,210,true
-0.3442645,3.848336,-0.007544518,3.863697,70,210,75,210,true
-0.007544518,3.863697,0.4752067,3.664838,75,210,75,225,true
0.4752067,3.664838,0.8900405,3.347811,75,225,75,240,true
0.8900405,3.347811,1.208686,2.934218,75,240,75,255,true
1.208686,2.934218,1.409428,2.452247,75,255,75,270,true
1.409428,2.452247,1.478587,1.934744,75,270,75,285,true
1.478587,1.934744,1.41145,1.416973,75,285,75,300,true
1.41145,1.416973,1.212591,0.9342221,75,300,75,315,true
1.212591,0.9342221,0.8955637,0.5193884,75,315,75,330,true
0.8955637,0.5193884,0.4819717,0.2007429,75,330,75,345,true
0.4819717,0.2007429,8.646172E-07,2.334839E-07,75,345,75,0,true
8.646172E-07,2.334839E-07,-0.5175032,-0.06915897,75,0,75,15,true
-0.5175032,-0.06915897,-1.035273,-0.002021909,75,15,75,30,true
-1.035273,-0.002021909,-1.031336,-0.09023035,75,30,70,30,true
-1.031336,-0.09023035,-1.529276,0.06676948,70,30,70,45,true
-1.529276,0.06676948,-1.969615,0.347296,70,45,70,60,true
-1.969615,0.347296,-2.322344,0.7322319,70,60,70,75,true
-2.322344,0.7322319,-2.563426,1.195344,70,75,70,90,true
-2.563426,1.195344,-2.67643,1.705074,70,90,70,105,true
-2.67643,1.705074,-2.814364,1.466257,70,105,70,105,true
-2.814364,1.466257,-2.931244,1.215878,70,105,65,105,true
-2.931244,1.215878,-3.026008,0.9559474,65,105,60,105,true
-3.026008,0.9559474,-3.097808,0.6885774,60,105,55,105,true
