x(t-1), y(t-1), x(t), y(t), theta1(t-1), theta2(t-1), theta1(t), theta2(t), training
-2.829058,2.827797,-2.414915,3.145726,45,180,45,195,true
-2.414915,3.145726,-1.932598,3.345635,45,195,45,225,true
-1.932598,3.345635,-1.414974,3.413898,45,225,45,240,true
-1.414974,3.413898,-0.8973217,3.345866,45,240,45,240,true
-0.8973217,3.345866,-1.184792,3.255192,45,240,45,240,true
-1.184792,3.255192,-1.7064,3.277966,45,240,45,225,true
-1.7064,3.277966,-2.216129,3.164962,45,225,45,210,true
-2.216129,3.164962,-2.679242,2.92388,45,210,45,195,true
-2.679242,2.92388,-2.414213,3.146266,45,195,50,195,true
-2.414213,3.146266,-2.130811,3.344706,50,195,55,195,true
-2.130811,3.344706,-2.57115,3.064179,55,195,55,180,true
-2.57115,3.064179,-2.923879,2.679243,55,180,55,180,true
-2.923879,2.679243,-3.164961,2.216131,55,180,55,165,true
-3.164961,2.216131,-3.277965,1.706402,55,165,55,135,true
-3.277965,1.706402,-3.413036,1.417056,55,135,50,135,true
-3.413036,1.417056,-3.522931,1.116163,50,135,45,135,true
-3.522931,1.116163,-3.606534,0.8060834,45,135,40,135,true
-3.606534,0.8060834,-3.662982,0.489306,40,135,35,135,true
-3.662982,0.489306,-3.69168,0.1684043,35,135,30,135,true
-3.69168,0.1684043,-3.692309,-0.1539869,30,135,25,135,true
-3.692309,-0.1539869,-3.664837,-0.475215,25,135,20,135,true
-3.664837,-0.475215,-3.347808,-0.8900478,20,135,20,120,true
-3.347808,-0.8900478,-2.934215,-1.208692,20,120,20,105,true
-2.934215,-1.208692,-3.028395,-0.9483562,20,105,25,105,true
-3.028395,-0.9483562,-3.098191,-0.686852,25,105,25,105,true
-3.098191,-0.686852,-2.657853,-0.9673784,25,105,25,105,true
-2.657853,-0.9673784,-2.732052,-0.7320499,25,105,35,105,true
-2.732052,-0.7320499,-2.785048,-0.493469,35,105,35,105,true
-2.785048,-0.493469,-2.81732,-0.2504289,35,105,40,105,true
-2.81732,-0.2504289,-2.828424,-0.004881144,40,105,45,105,true
-2.828424,-0.004881144,-2.818127,0.2411742,45,105,50,105,true
-2.818127,0.2411742,-2.786412,0.485713,50,105,55,105,true
-2.786412,0.485713,-2.733476,0.726716,55,105,60,105,true
-2.733476,0.726716,-2.659736,0.962188,60,105,65,105,true
-2.659736,0.962188,-2.817709,1.459821,65,105,65,120,true
-2.817709,1.459821,-2.841501,1.981384,65,120,65,135,true
-2.841501,1.981384,-2.729492,2.491332,65,135,65,150,true
-2.729492,2.491332,-2.489316,2.954913,65,150,65,150,true
-2.489316,2.954913,-2.737381,2.726711,65,150,60,150,true
-2.737381,2.726711,-2.962566,2.480203,60,150,55,150,true
-2.962566,2.480203,-3.166235,2.214308,55,150,50,150,true
-3.166235,2.214308,-3.346536,1.931037,50,150,45,150,true
-3.346536,1.931037,-3.501832,1.632599,45,150,40,150,true
-3.501832,1.632599,-3.630723,1.321383,40,150,35,150,true
-3.630723,1.321383,-3.732074,0.9999166,35,150,30,150,true
-3.732074,0.9999166,-3.805005,0.6709256,30,150,25,150,true
-3.805005,0.6709256,-3.782232,1.192533,25,150,25,165,true
-3.782232,1.192533,-3.625231,1.690474,25,165,25,180,true
-3.625231,1.690474,-3.344705,2.130813,25,180,25,195,true
-3.344705,2.130813,-2.959769,2.483541,25,195,25,210,true
-2.959769,2.483541,-2.496656,2.724622,25,210,25,225,true
-2.496656,2.724622,-1.986927,2.837626,25,225,25,240,true
-1.986927,2.837626,-1.465319,2.814853,25,240,25,255,true
-1.465319,2.814853,-0.9673797,2.657853,25,255,25,270,true
-0.9673797,2.657853,-0.7320514,2.732052,25,270,35,270,true
-0.7320514,2.732052,-0.4911518,2.785458,35,270,40,270,true
-0.4911518,2.785458,-0.2465141,2.817665,40,270,45,270,true
-0.2465141,2.817665,-3.576279E-07,2.828428,45,270,45,270,true
-3.576279E-07,2.828428,0.2441677,2.817869,45,270,50,270,true
0.2441677,2.817869,0.4872792,2.786138,50,270,55,270,true
0.4872792,2.786138,0.727334,2.733311,55,270,60,270,true
0.727334,2.733311,0.9623399,2.659682,60,270,65,270,true
0.9623399,2.659682,1.190337,2.565756,65,270,70,270,true
1.190337,2.565756,1.409426,2.452249,70,270,75,270,true
1.409426,2.452249,1.617792,2.320076,75,270,80,270,true
1.617792,2.320076,1.459819,2.817709,80,270,80,255,true
1.459819,2.817709,1.178433,3.257499,80,255,80,240,true
1.178433,3.257499,0.7928089,3.609476,80,240,80,225,true
0.7928089,3.609476,0.329226,3.849652,80,225,80,210,true
0.329226,3.849652,-0.1807227,3.96166,80,210,80,195,true
-0.1807227,3.96166,-0.7022837,3.937867,80,195,80,180,true
-0.7022837,3.937867,-1.035276,3.863704,80,180,75,180,true
-1.035276,3.863704,-0.5176376,3.931852,75,180,75,195,true
-0.5176376,3.931852,7.152557E-07,3.863704,75,195,75,210,true
7.152557E-07,3.863704,0.482363,3.663903,75,210,75,240,true
0.482363,3.663903,0.8965763,3.346066,75,240,75,240,true
0.8965763,3.346066,0.6017253,3.411441,75,240,75,240,true
0.6017253,3.411441,0.3021096,3.450903,75,240,70,240,true
0.3021096,3.450903,0.0001881123,3.464102,70,240,65,240,true
0.0001881123,3.464102,-0.4821629,3.663929,65,240,65,225,true
-0.4821629,3.663929,-0.9997977,3.732106,65,225,65,210,true
-0.9997977,3.732106,-1.517439,3.663985,65,210,65,195,true
-1.517439,3.663985,-1.999812,3.464211,65,195,65,180,true
-1.999812,3.464211,-2.414043,3.146396,65,180,65,165,true
-2.414043,3.146396,-2.731903,2.732199,65,165,65,150,true
-2.731903,2.732199,-2.93173,2.249848,65,150,65,135,true
-2.93173,2.249848,-2.999907,1.732213,65,135,65,120,true
-2.999907,1.732213,-2.931786,1.214572,65,120,65,105,true
-2.931786,1.214572,-2.732011,0.7321987,65,105,65,90,true
-2.732011,0.7321987,-2.414198,0.3179691,65,90,65,90,true
-2.414198,0.3179691,-2.432724,0.106348,65,90,60,90,true
-2.432724,0.106348,-2.432735,-0.1060829,60,90,55,90,true
-2.432735,-0.1060829,-2.414232,-0.3177059,55,90,50,90,true
-2.414232,-0.3177059,-2.377793,-0.5249312,50,90,45,90,true
-2.377793,-0.5249312,-2.323401,-0.7288768,45,90,40,90,true
-2.323401,-0.7288768,-2.251346,-0.927844,40,90,35,90,true
-2.251346,-0.927844,-2.162102,-1.120165,35,90,30,90,true
-2.162102,-1.120165,-2.05632,-1.304224,30,90,25,90,true
-2.05632,-1.304224,-1.934824,-1.478482,25,90,20,90,true
-1.934824,-1.478482,-1.798599,-1.641493,20,90,15,90,true
-1.798599,-1.641493,-1.288644,-1.52951,15,90,15,75,true
-1.288644,-1.52951,-0.825049,-1.289358,15,75,15,60,true
-0.825049,-1.289358,-0.4394067,-0.9374014,15,60,15,45,true
-0.4394067,-0.9374014,-0.1579979,-0.4976256,15,45,15,30,true
-0.1579979,-0.4976256,-1.702433E-07,-9.54311E-07,15,30,15,15,true
-1.702433E-07,-9.54311E-07,0.02381912,0.5215602,15,15,15,360,true
0.02381912,0.5215602,-0.08816313,1.031515,15,360,15,345,true
-0.08816313,1.031515,-0.3283157,1.49511,15,345,15,330,true
-0.3283157,1.49511,-0.6802722,1.880752,15,330,15,315,true
-0.6802722,1.880752,-1.120048,2.162161,15,315,15,300,true
-1.120048,2.162161,-0.9273385,2.251553,15,300,20,300,true
-0.9273385,2.251553,-0.7322314,2.322344,20,300,25,300,true
-0.7322314,2.322344,-0.3472955,1.969615,25,300,25,315,true
-0.3472955,1.969615,-0.06676905,1.529276,25,315,25,330,true
-0.06676905,1.529276,0.09023067,1.031336,25,330,25,345,true
0.09023067,1.031336,0.1130041,0.5097278,25,345,25,360,true
0.1130041,0.5097278,-3.72592E-07,-1.023687E-06,25,360,25,15,true
-3.72592E-07,-1.023687E-06,-0.2410819,-0.4631135,25,15,25,30,true
-0.2410819,-0.4631135,-0.593811,-0.8480495,25,30,25,45,true
-0.593811,-0.8480495,-1.03415,-1.128576,25,45,25,60,true
-1.03415,-1.128576,-1.53209,-1.285575,25,60,25,75,true
-1.53209,-1.285575,-2.053699,-1.308349,25,75,25,90,true
-2.053699,-1.308349,-2.563426,-1.195345,25,90,25,90,true
-2.563426,-1.195345,-2.657315,-0.9688542,25,90,25,90,true
-2.657315,-0.9688542,-2.731399,-0.7344801,25,90,30,90,true
-2.731399,-0.7344801,-2.784937,-0.494096,30,90,35,90,true
-2.784937,-0.494096,-2.817389,-0.2496521,35,90,40,90,true
-2.817389,-0.2496521,-2.828426,-0.003150702,40,90,45,90,true
-2.828426,-0.003150702,-2.817937,0.2433794,45,90,50,90,true
-2.817937,0.2433794,-2.432609,-0.1089213,50,90,50,75,true
-2.432609,-0.1089213,-1.969229,-0.3494871,50,75,50,75,true
-1.969229,-0.3494871,-1.459374,-0.4619243,50,75,50,45,true
-1.459374,-0.4619243,-0.9377921,-0.4385701,50,45,50,45,true
-0.9377921,-0.4385701,-0.4400267,-0.2810166,50,45,50,30,true
-0.4400267,-0.2810166,-2.012471E-07,-1.692482E-07,50,30,50,15,true
-2.012471E-07,-1.692482E-07,0.3523005,0.385328,50,15,50,345,true
0.3523005,0.385328,0.5928664,0.8487085,50,345,50,330,true
0.5928664,0.8487085,0.7053034,1.358563,50,330,50,315,true
0.7053034,1.358563,0.6819496,1.880145,50,315,50,300,true
0.6819496,1.880145,0.5243958,2.37791,50,300,50,285,true
0.5243958,2.37791,0.2433799,2.817936,50,285,50,285,true
0.2433799,2.817936,-0.003145755,2.828425,50,285,45,285,true
-0.003145755,2.828425,-0.2496473,2.817388,45,285,40,285,true
-0.2496473,2.817388,-0.4942493,2.784908,40,285,35,285,true
-0.4942493,2.784908,-0.7328256,2.731843,35,285,30,285,true
-0.7328256,2.731843,-0.9666596,2.658113,30,285,30,285,true
-0.9666596,2.658113,-1.193796,2.564147,30,285,25,285,true
-1.193796,2.564147,-1.412323,2.45058,25,285,20,285,true
-1.412323,2.45058,-1.6204,2.318254,20,285,15,285,true
-1.6204,2.318254,-1.816282,2.168205,15,285,10,285,true
-1.816282,2.168205,-1.998346,2.001652,10,285,5,285,true
-1.998346,2.001652,-1.480764,1.933076,5,285,5,300,true
-1.480764,1.933076,-0.9985678,1.732876,5,300,5,315,true
-0.9985678,1.732876,-0.5846173,1.414697,5,315,5,330,true
-0.5846173,1.414697,-0.2671224,1.000221,5,330,5,345,true
-0.2671224,1.000221,-0.06772042,0.5176934,5,345,5,360,true
-0.06772042,0.5176934,-8.618405E-10,-1.043082E-06,5,360,5,15,true
-8.618405E-10,-1.043082E-06,-0.0685763,-0.5175827,5,15,5,30,true
-0.0685763,-0.5175827,-0.2687761,-0.9997796,5,30,5,45,true
-0.2687761,-0.9997796,-0.5869549,-1.413729,5,45,5,60,true
-0.5869549,-1.413729,-0.707936,-1.357193,5,60,10,60,true
-0.707936,-1.357193,-0.8224585,-1.291011,10,60,10,60,true
-0.8224585,-1.291011,-0.9311736,-1.214933,10,60,15,60,true
-0.9311736,-1.214933,-1.033141,-1.129498,15,60,20,60,true
-1.033141,-1.129498,-1.127478,-1.035345,20,60,25,60,true
-1.127478,-1.035345,-1.213372,-0.9332076,25,60,30,60,true
-1.213372,-0.9332076,-1.290088,-0.823905,30,60,35,60,true
-1.290088,-0.823905,-1.356987,-0.7083316,35,60,40,60,true
-1.356987,-0.7083316,-1.87862,-0.6861408,40,60,40,75,true
-1.87862,-0.6861408,-2.376735,-0.5296977,40,75,40,75,true
-2.376735,-0.5296977,-2.817387,-0.2496634,40,75,40,90,true
-2.817387,-0.2496634,-3.170547,0.1348789,40,90,40,120,true
-3.170547,0.1348789,-3.412145,0.5977216,40,120,40,135,true
-3.412145,0.5977216,-3.525719,1.107324,40,135,40,135,true
-3.525719,1.107324,-3.503529,1.628958,40,135,40,165,true
-3.503529,1.628958,-3.347084,2.127073,40,165,40,180,true
-3.347084,2.127073,-3.06705,2.567724,40,180,40,180,true
-3.06705,2.567724,-3.279173,2.29064,40,180,35,180,true
-3.279173,2.29064,-3.464102,2.000001,35,180,35,180,true
-3.464102,2.000001,-3.146265,2.414215,35,180,35,195,true
-3.146265,2.414215,-2.732051,2.732052,35,195,35,210,true
-2.732051,2.732052,-2.959356,2.484033,35,210,30,210,true
-2.959356,2.484033,-3.16447,2.216832,30,210,25,210,true
-3.16447,2.216832,-3.345638,1.932593,25,210,20,210,true
-3.345638,1.932593,-3.501345,1.633645,20,210,15,210,true
-3.501345,1.633645,-3.781968,1.193367,15,210,15,195,true
-3.781968,1.193367,-3.939078,0.695462,15,195,15,180,true
-3.939078,0.695462,-3.961967,0.1738591,15,180,15,165,true
-3.961967,0.1738591,-3.849076,-0.3358946,15,165,15,150,true
-3.849076,-0.3358946,-3.608097,-0.7990606,15,150,15,135,true
-3.608097,-0.7990606,-3.255453,-1.184075,15,135,15,120,true
-3.255453,-1.184075,-2.815175,-1.464698,15,120,15,105,true
-2.815175,-1.464698,-2.93212,-1.213765,15,105,20,105,true
-2.93212,-1.213765,-3.026539,-0.9542634,20,105,25,105,true
-3.026539,-0.9542634,-3.411474,-0.6015341,25,105,25,135,true
-3.411474,-0.6015341,-3.692002,-0.1611953,25,135,25,135,true
-3.692002,-0.1611953,-3.849002,0.3367448,25,135,25,165,true
-3.849002,0.3367448,-3.871775,0.8583527,25,165,25,180,true
-3.871775,0.8583527,-3.758771,1.368082,25,180,25,180,true
-3.758771,1.368082,-3.51769,1.831194,25,180,25,195,true
-3.51769,1.831194,-3.16496,2.21613,25,195,25,210,true
-3.16496,2.21613,-2.724622,2.496657,25,210,25,225,true
-2.724622,2.496657,-2.226681,2.653657,25,225,25,240,true
-2.226681,2.653657,-1.705073,2.67643,25,240,25,270,true
-1.705073,2.67643,-1.195345,2.563426,25,270,25,270,true
-1.195345,2.563426,-0.967379,2.657853,25,270,25,270,true
-0.967379,2.657853,-0.5270401,2.377326,25,270,25,285,true
-0.5270401,2.377326,-0.1743113,1.99239,25,285,25,300,true
-0.1743113,1.99239,0.06676989,1.529277,25,300,25,315,true
0.06676989,1.529277,0.179774,1.019548,25,315,25,330,true
0.179774,1.019548,0.157,0.4979402,25,330,25,345,true
0.157,0.4979402,1.781203E-08,3.819802E-08,25,345,25,0,true
1.781203E-08,3.819802E-08,-0.2805268,-0.4403387,25,0,25,15,true
-0.2805268,-0.4403387,-0.6654629,-0.7930676,25,15,25,30,true
-0.6654629,-0.7930676,-1.128576,-1.034149,25,30,25,45,true
-1.128576,-1.034149,-1.638305,-1.147153,25,45,25,75,true
-1.638305,-1.147153,-2.159912,-1.124379,25,75,25,75,true
-2.159912,-1.124379,-2.0537,-1.308344,25,75,25,75,true
-2.0537,-1.308344,-1.532092,-1.285572,25,75,25,75,true
-1.532092,-1.285572,-1.034152,-1.128573,25,75,25,60,true
-1.034152,-1.128573,-0.5938124,-0.8480477,25,60,25,45,true
-0.5938124,-0.8480477,-0.2410826,-0.4631124,25,45,25,30,true
-0.2410826,-0.4631124,-1.153213E-07,-3.168404E-07,25,30,25,15,true
-1.153213E-07,-3.168404E-07,0.1130053,0.5097282,25,15,25,345,true
0.1130053,0.5097282,0.09023283,1.031336,25,345,25,330,true
0.09023283,1.031336,-0.06676593,1.529277,25,330,25,315,true
-0.06676593,1.529277,-0.3472916,1.969616,25,315,25,300,true
-0.3472916,1.969616,-0.732227,2.322347,25,300,25,285,true
-0.732227,2.322347,-0.5270349,2.377327,25,285,30,285,true
-0.5270349,2.377327,-0.3178314,2.414215,30,285,35,285,true
-0.3178314,2.414215,-0.1062094,2.432729,35,285,40,285,true
-0.1062094,2.432729,0.1041959,2.432816,40,285,40,285,true
0.1041959,2.432816,0.3144874,2.414653,40,285,45,285,true
0.3144874,2.414653,0.5229424,2.378231,45,285,50,285,true
0.5229424,2.378231,0.7278364,2.323726,50,285,55,285,true
0.7278364,2.323726,0.9274644,2.251501,55,285,60,285,true
0.9274644,2.251501,1.120166,2.1621,60,285,65,285,true
1.120166,2.1621,1.304353,2.056238,65,285,70,285,true
1.304353,2.056238,1.190357,2.565746,70,285,70,270,true
1.190357,2.565746,0.9483759,3.028389,70,270,70,255,true
0.9483759,3.028389,0.594899,3.412638,70,255,70,240,true
0.594899,3.412638,0.1540153,3.692308,70,240,70,225,true
0.1540153,3.692308,-0.3442293,3.848339,70,225,70,210,true
-0.3442293,3.848339,-0.8658806,3.870099,70,210,70,195,true
-0.8658806,3.870099,-1.375389,3.756103,70,195,70,180,true
-1.375389,3.756103,-1.838031,3.514122,70,180,70,165,true
-1.838031,3.514122,-2.222281,3.160645,70,165,70,150,true
-2.222281,3.160645,-2.501951,2.719761,70,150,70,135,true
-2.501951,2.719761,-2.657981,2.221517,70,135,70,135,true
-2.657981,2.221517,-2.841486,1.981405,70,135,65,135,true
-2.841486,1.981405,-3.003364,1.726213,65,135,60,135,true
-3.003364,1.726213,-3.142385,1.457884,60,135,55,135,true
-3.142385,1.457884,-3.25749,1.178459,55,135,50,135,true
-3.25749,1.178459,-3.347804,0.8900659,50,135,45,135,true
-3.347804,0.8900659,-3.412638,0.5948987,45,135,40,135,true
-3.412638,0.5948987,-3.451256,0.298054,40,135,35,135,true
-3.451256,0.298054,-3.464102,-0.001965761,35,135,30,135,true
-3.464102,-0.001965761,-3.450849,-0.3027296,30,135,25,135,true
-3.450849,-0.3027296,-3.411433,-0.601773,25,135,20,135,true
-3.411433,-0.601773,-3.346053,-0.8966246,20,135,15,135,true
-3.346053,-0.8966246,-3.255174,-1.184841,15,135,10,135,true
-3.255174,-1.184841,-3.139543,-1.463992,10,135,5,135,true
-3.139543,-1.463992,-3.524479,-1.111263,5,135,5,150,true
-3.524479,-1.111263,-3.805005,-0.6709249,5,150,5,150,true
-3.805005,-0.6709249,-3.732051,-0.9999998,5,150,0,150,true
-3.732051,-0.9999998,-3.931852,-0.5176377,0,150,0,165,true
-3.931852,-0.5176377,-4,4.768372E-07,0,165,0,180,true
-4,4.768372E-07,-3.931852,0.5176387,0,180,0,195,true
-3.931852,0.5176387,-3.732051,1.000001,0,195,0,210,true
-3.732051,1.000001,-3.414214,1.414214,0,210,0,225,true
-3.414214,1.414214,-3,1.732052,0,225,0,240,true
-3,1.732052,-2.517638,1.931852,0,240,0,255,true
-2.517638,1.931852,-2,2,0,255,0,270,true
-2,2,-1.482363,1.931852,0,270,0,285,true
-1.482363,1.931852,-1.30949,2.052971,0,285,5,285,true
-1.30949,2.052971,-1.126301,2.158912,5,285,10,285,true
-1.126301,2.158912,-0.9342303,2.248703,10,285,15,285,true
-0.9342303,2.248703,-0.7348188,2.321528,15,285,20,285,true
-0.7348188,2.321528,-0.5296887,2.376738,20,285,25,285,true
-0.5296887,2.376738,-0.3205235,2.41386,25,285,30,285,true
-0.3205235,2.41386,-0.7350906,2.731236,30,285,30,270,true
-0.7350906,2.731236,-1.217675,2.9305,30,270,30,255,true
-1.217675,2.9305,-1.735389,2.998072,30,255,30,240,true
-1.735389,2.998072,-2.25295,2.929348,30,240,30,225,true
-2.25295,2.929348,-2.73509,2.72901,30,225,30,210,true
-2.73509,2.72901,-3.14895,2.410712,30,210,30,195,true
-3.14895,2.410712,-3.466325,1.996146,30,195,30,180,true
-3.466325,1.996146,-3.626179,1.688441,30,180,25,180,true
-3.626179,1.688441,-3.759084,1.367221,25,180,20,180,true
-3.759084,1.367221,-3.863769,1.035034,20,180,15,180,true
-3.863769,1.035034,-3.939237,0.6945648,15,180,10,180,true
-3.939237,0.6945648,-3.984782,0.3485944,10,180,5,180,true
-3.984782,0.3485944,-4,7.152557E-07,5,180,0,180,true
-4,7.152557E-07,-3.984779,0.3486238,0,180,5,180,true
-3.984779,0.3486238,-3.939231,0.6945934,5,180,10,180,true
-3.939231,0.6945934,-3.863704,1.035277,10,180,20,180,true
-3.863704,1.035277,-3.758771,1.368082,20,180,25,180,true
-3.758771,1.368082,-3.625231,1.690474,25,180,25,180,true
-3.625231,1.690474,-3.465765,1.997117,25,180,30,180,true
-3.465765,1.997117,-3.279794,2.289751,30,180,35,180,true
-3.279794,2.289751,-3.068611,2.565859,35,180,40,180,true
-3.068611,2.565859,-2.833782,2.823062,40,180,45,180,true
-2.833782,2.823062,-2.577129,3.059152,45,180,50,180,true
-2.577129,3.059152,-2.300699,3.272123,50,180,55,180,true
-2.300699,3.272123,-2.006761,3.46019,55,180,60,180,true
-2.006761,3.46019,-2.420353,3.141545,60,180,60,180,true
-2.420353,3.141545,-2.737381,2.726711,60,180,60,150,true
-2.737381,2.726711,-2.489308,2.95492,60,150,65,150,true
-2.489308,2.95492,-2.729486,2.491338,65,150,65,135,true
-2.729486,2.491338,-2.841496,1.98139,65,135,65,120,true
-2.841496,1.98139,-2.817705,1.459827,65,120,65,105,true
-2.817705,1.459827,-2.659734,0.962194,65,105,65,90,true
-2.659734,0.962194,-2.37835,0.5224044,65,90,65,90,true
-2.37835,0.5224044,-2.323769,0.7277021,65,90,70,90,true
-2.323769,0.7277021,-2.251503,0.9274644,70,90,75,90,true
-2.251503,0.9274644,-2.452244,1.409436,75,90,75,105,true
-2.452244,1.409436,-2.521401,1.926941,75,105,75,120,true
-2.521401,1.926941,-2.454262,2.444711,75,120,75,135,true
-2.454262,2.444711,-2.255402,2.927461,75,135,75,150,true
-2.255402,2.927461,-1.938372,3.342294,75,150,75,165,true
-1.938372,3.342294,-1.524779,3.660938,75,165,75,180,true
-1.524779,3.660938,-1.042806,3.861679,75,180,75,195,true
-1.042806,3.861679,-0.5253039,3.930836,75,195,75,195,true
-0.5253039,3.930836,-0.8652683,3.870235,75,195,70,195,true
-0.8652683,3.870235,-1.199086,3.780159,70,195,65,195,true
-1.199086,3.780159,-1.523989,3.661266,65,195,60,195,true
-1.523989,3.661266,-1.831193,3.51769,60,195,55,195,true
-1.831193,3.51769,-2.294306,3.276609,55,195,55,180,true
-2.294306,3.276609,-2.679241,2.923881,55,180,55,180,true
-2.679241,2.923881,-2.922987,2.680217,55,180,55,180,true
-2.922987,2.680217,-3.145056,2.415788,55,180,50,180,true
-3.145056,2.415788,-3.343519,2.132673,50,180,45,180,true
-3.343519,2.132673,-3.51667,1.833152,45,180,40,180,true
-3.51667,1.833152,-3.663059,1.519673,40,180,35,180,true
-3.663059,1.519673,-3.731495,1.002073,35,180,35,165,true
-3.731495,1.002073,-3.663635,0.4843967,35,165,35,150,true
-3.663635,0.4843967,-3.464102,0.001924038,35,150,35,135,true
-3.464102,0.001924038,-3.146495,-0.412466,35,135,35,120,true
-3.146495,-0.412466,-2.732458,-0.7305336,35,120,35,105,true
-2.732458,-0.7305336,-2.250206,-0.9306026,35,105,35,90,true
-2.250206,-0.9306026,-1.732607,-0.9990386,35,90,35,75,true
-1.732607,-0.9990386,-1.214931,-0.9311777,35,75,35,60,true
-1.214931,-0.9311777,-0.7324573,-0.7316443,35,60,35,45,true
-0.7324573,-0.7316443,-0.7930678,-0.6654628,35,45,35,45,true
-0.7930678,-0.6654628,-1.291008,-0.8224628,35,45,35,45,true
-1.291008,-0.8224628,-1.812616,-0.8452365,35,45,35,75,true
-1.812616,-0.8452365,-2.322345,-0.7322323,35,75,35,75,true
-2.322345,-0.7322323,-2.785457,-0.4911511,35,75,35,90,true
-2.785457,-0.4911511,-3.170393,-0.138422,35,90,35,105,true
-3.170393,-0.138422,-3.45092,0.3019168,35,105,35,135,true
-3.45092,0.3019168,-3.464102,2.622604E-06,35,135,35,135,true
-3.464102,2.622604E-06,-3.45092,-0.3019156,35,135,25,135,true
-3.45092,-0.3019156,-3.692001,0.1611972,25,135,25,150,true
-3.692001,0.1611972,-3.805005,0.6709256,25,150,25,150,true
-3.805005,0.6709256,-3.732052,0.9999988,25,150,30,150,true
-3.732052,0.9999988,-3.630693,1.321465,30,150,35,150,true
-3.630693,1.321465,-3.51769,1.831194,35,150,35,165,true
-3.51769,1.831194,-3.276608,2.294307,35,165,35,180,true
-3.276608,2.294307,-2.92388,2.679242,35,180,35,195,true
-2.92388,2.679242,-2.681675,2.921648,35,195,40,195,true
-2.681675,2.921648,-2.418584,3.142907,40,195,45,195,true
-2.418584,3.142907,-2.136582,3.341023,45,195,50,195,true
-2.136582,3.341023,-1.837856,3.514214,50,195,55,195,true
-1.837856,3.514214,-1.524787,3.660934,55,195,60,195,true
-1.524787,3.660934,-1.199912,3.779898,60,195,65,195,true
-1.199912,3.779898,-0.8659004,3.870094,65,195,70,195,true
-0.8659004,3.870094,-1.375408,3.756096,70,195,70,180,true
-1.375408,3.756096,-1.83805,3.514113,70,180,70,180,true
-1.83805,3.514113,-2.222297,3.160634,70,180,70,150,true
-2.222297,3.160634,-2.501965,2.719748,70,150,70,135,true
-2.501965,2.719748,-2.657993,2.221503,70,135,70,135,true
-2.657993,2.221503,-2.67975,1.699852,70,135,70,120,true
-2.67975,1.699852,-2.565752,1.190344,70,120,70,90,true
-2.565752,1.190344,-2.323768,0.7277021,70,90,70,75,true
-2.323768,0.7277021,-1.970289,0.3434547,70,75,70,60,true
-1.970289,0.3434547,-1.529404,0.06378746,70,60,70,60,true
-1.529404,0.06378746,-1.970289,0.343455,70,60,70,75,true
-1.970289,0.343455,-2.323768,0.7277024,70,75,70,90,true
-2.323768,0.7277024,-2.565752,1.190344,70,90,70,105,true
-2.565752,1.190344,-2.67975,1.699852,70,105,70,120,true
-2.67975,1.699852,-2.657994,2.221503,70,120,70,135,true
-2.657994,2.221503,-2.501965,2.719748,70,135,70,135,true
-2.501965,2.719748,-2.729352,2.491485,70,135,65,135,true
-2.729352,2.491485,-2.936116,2.244123,65,135,60,135,true
-2.936116,2.244123,-3.116769,1.985602,60,135,55,135,true
-3.116769,1.985602,-2.959768,2.483541,55,135,55,150,true
-2.959768,2.483541,-3.164961,2.21613,55,150,50,150,true
-3.164961,2.21613,-3.346066,1.931852,50,150,45,150,true
-3.346066,1.931852,-3.501705,1.632872,45,150,40,150,true
-3.501705,1.632872,-3.629593,1.324486,40,150,40,150,true
-3.629593,1.324486,-3.730658,1.005186,40,150,35,150,true
-3.730658,1.005186,-3.803842,0.6774909,35,150,30,150,true
-3.803842,0.6774909,-3.848356,0.3440373,30,150,25,150,true
-3.848356,0.3440373,-3.863696,0.007542372,25,150,20,150,true
-3.863696,0.007542372,-3.849651,-0.3292282,20,150,15,150,true
-3.849651,-0.3292282,-3.806307,-0.6635025,15,150,10,150,true
-3.806307,-0.6635025,-3.52664,-1.104388,10,150,10,135,true
-3.52664,-1.104388,-3.142393,-1.457866,10,135,10,135,true
-3.142393,-1.457866,-2.679751,-1.699851,10,135,10,120,true
-2.679751,-1.699851,-2.170244,-1.813849,10,120,10,105,true
-2.170244,-1.813849,-1.648592,-1.792092,10,105,10,90,true
-1.648592,-1.792092,-1.150347,-1.636064,10,90,10,75,true
-1.150347,-1.636064,-0.7094616,-1.356397,10,75,10,60,true
-0.7094616,-1.356397,-0.3559822,-0.9721491,10,60,10,45,true
-0.3559822,-0.9721491,-0.4393559,-0.9374239,10,45,15,45,true
-0.4393559,-0.9374239,-0.5193859,-0.8955643,15,45,20,45,true
-0.5193859,-0.8955643,-0.5954631,-0.8468891,20,45,25,45,true
-0.5954631,-0.8468891,-0.6670084,-0.7917684,25,45,30,45,true
-0.6670084,-0.7917684,-0.7334774,-0.7306218,30,45,35,45,true
-0.7334774,-0.7306218,-0.7943642,-0.6639147,35,45,40,45,true
-0.7943642,-0.6639147,-0.8492054,-0.5921549,40,45,45,45,true
-0.8492054,-0.5921549,-0.8975836,-0.5158884,45,45,50,45,true
-0.8975836,-0.5158884,-0.9391308,-0.4356958,50,45,55,45,true
-0.9391308,-0.4356958,-0.9732392,-0.3529909,55,45,60,45,true
-0.9732392,-0.3529909,-1.000154,-0.2673763,60,45,65,45,true
