timestamp,x,y,z,g,raw_x,raw_y,raw_z
1435295185379,3.3125,1.625,-0.0625,3.6901473547813777,3.3125,-1.625,-0.0625
1435295185380,0.5,2.3125,0.4375,2.4060470693650196,0.5,-2.3125,0.4375
1435295185574,0.5,1.75,0.375,1.8582585934148133,0.5,-1.75,0.375
1435295185773,-0.125,0.4375,-0.3125,0.5519850541454905,-0.125,-0.4375,-0.3125
1435295185972,-3.25,0.875,-0.25,3.375,-3.25,-0.875,-0.25
1435295186171,-0.6875,2.0625,0.25,2.1883926750014497,-0.6875,-2.0625,0.25
1435295186369,0.8125,2,0.375,2.191068517869763,0.8125,-2,0.375
1435295186568,-0.375,-0.4375,-0.4375,0.7234898064243891,-0.375,0.4375,-0.4375
1435295186767,-4.125,1.5,-0.125,4.391042017562574,-4.125,-1.5,-0.125
1435295186966,-0.8125,1.375,0.375,1.640550593550836,-0.8125,-1.375,0.375
1435295187362,-0.0625,1.6875,-0.4375,1.744410717119108,-0.0625,-1.6875,-0.4375
1435295187364,-0.25,-1.3125,-0.625,1.4750529651507434,-0.25,1.3125,-0.625
1435295187562,-2.375,0.75,-0.25,2.5031230493125984,-2.375,-0.75,-0.25
1435295187761,-0.9375,0.75,0,1.200585794518659,-0.9375,-0.75,0
1435295187959,0.0625,1.8125,0.0625,1.8146538926197469,0.0625,-1.8125,0.0625
1435295188158,0.25,0.375,-0.1875,0.4881406047441659,0.25,-0.375,-0.1875
1435295188357,-0.25,0.5625,-1.8125,1.9141741038891944,-0.25,-0.5625,-1.8125
1435295188556,0.5,1.75,0.1875,1.829660146038056,0.5,-1.75,0.1875
1435295188755,0.375,1.8125,0.5625,1.93447344256777,0.375,-1.8125,0.5625
1435295188953,0.1875,2.3125,0.1875,2.327653056192009,0.1875,-2.3125,0.1875
1435295189152,0.3125,0.5,0.25,0.6404344228724749,0.3125,-0.5,0.25
1435295189549,-5.9375,0.375,-0.25,5.9545806947257,-5.9375,-0.375,-0.25
1435295189748,0.4375,2.1875,0.375,2.2621201338567323,0.4375,-2.1875,0.375
1435295189947,0.125,0.1875,0.1875,0.29315098498896436,0.125,-0.1875,0.1875
1435295190145,0.125,0.1875,1.625,1.640550593550836,0.125,-0.1875,1.625
1435295190344,-8,0.9375,-0.1875,8.05692636803887,-8,-0.9375,-0.1875
1435295190542,-0.8125,1.75,0.3125,1.9545619713889861,-0.8125,-1.75,0.3125
1435295190741,0.8125,2.75,0.1875,2.8736409831431624,0.8125,-2.75,0.1875
1435295190940,-0.0625,-1.125,-0.625,1.288470508005519,-0.0625,1.125,-0.625
1435295191139,-4.125,2.25,-0.25,4.705382556179678,-4.125,-2.25,-0.25
1435295191338,-0.875,1.0625,0.625,1.511673327805978,-0.875,-1.0625,0.625
1435295191536,-0.8125,1.5625,-0.1875,1.7710784144130942,-0.8125,-1.5625,-0.1875
1435295191735,-0.1875,-0.75,-0.625,0.9941233575366791,-0.1875,0.75,-0.625
1435295191934,-1.3125,1,-2.1875,2.7400387770978716,-1.3125,-1,-2.1875
1435295192133,-0.125,1.5625,0.4375,1.627402070786442,-0.125,-1.5625,0.4375
1435295192331,0.25,1.5,0.5,1.6007810593582121,0.25,-1.5,0.5
1435295192530,0.0625,1.8125,0.3125,1.840303983041932,0.0625,-1.8125,0.3125
1435295192729,-0.0625,0.9375,-0.9375,1.3272975363497064,-0.0625,-0.9375,-0.9375
1435295193127,2.25,1,-0.25,2.4748737341529163,2.25,-1,-0.25
1435295193129,-0.4375,2.125,0.5625,2.2413026346301383,-0.4375,-2.125,0.5625
1435295193325,0.1875,2.25,0.375,2.2887291779500694,0.1875,-2.25,0.375
1435295193723,-0.0625,0.0625,0.0625,0.10825317547305482,-0.0625,-0.0625,0.0625
1435295193921,-4.125,1.3125,0,4.328773642730698,-4.125,-1.3125,0
1435295193923,-0.8125,1.4375,0.4375,1.708206296089556,-0.8125,-1.4375,0.4375
1435295194121,0.75,1.8125,-0.3125,1.986281072758838,0.75,-1.8125,-0.3125
1435295194319,-0.375,-1,-0.4375,1.1541365820387117,-0.375,1,-0.4375
1435295194518,-2.375,1.5625,0.4375,2.876358374750963,-2.375,-1.5625,0.4375
1435295195114,-0.9375,0.75,0.4375,1.2778155187663045,-0.9375,-0.75,0.4375
1435295195115,-0.3125,1.5625,0.25,1.6129359875704925,-0.3125,-1.5625,0.25
1435295195117,-0.125,1.1875,0.125,1.200585794518659,-0.125,-1.1875,0.125
1435295195313,-0.3125,0.8125,-0.25,0.9057110466368399,-0.3125,-0.8125,-0.25
1435295195710,-1.9375,4.4375,0.4375,4.861760869273601,-1.9375,-4.4375,0.4375
1435295195711,0.875,1.6875,0.375,1.9375,0.875,-1.6875,0.375
1435295195910,0.4375,2,0.125,2.0511048851777423,0.4375,-2,0.125
1435295196505,0.25,0.6875,1.125,1.341931909598993,0.25,-0.6875,1.125
1435295196507,-5.375,0.375,-0.0625,5.388427994322648,-5.375,-0.375,-0.0625
1435295196509,-0.125,2.4375,0.4375,2.4796043031096717,-0.125,-2.4375,0.4375
1435295196903,0.375,2.4375,0.1875,2.4732948671761723,0.375,-2.4375,0.1875
1435295196905,0.1875,0.0625,-0.3125,0.369754986443726,0.1875,-0.0625,-0.3125
1435295197301,-3.375,1.125,-0.1875,3.5625,-3.375,-1.125,-0.1875
1435295197302,-0.5625,2.375,0.25,2.453473303298815,-0.5625,-2.375,0.25
1435295197499,0.6875,2.25,0.3125,2.3733546932559406,0.6875,-2.25,0.3125
1435295197698,0,-0.5625,-0.625,0.8408515029421069,0,0.5625,-0.625
1435295197897,-4,2.0625,-0.0625,4.500867971847208,-4,-2.0625,-0.0625
1435295198096,-0.875,1.375,0.25,1.648863244784115,-0.875,-1.375,0.25
1435295198294,0.625,1.6875,-0.0625,1.8006075363609917,0.625,-1.6875,-0.0625
1435295198493,-0.3125,-1.1875,-0.5625,1.3506364240608943,-0.3125,1.1875,-0.5625
1435295198692,-2.4375,0.9375,-0.5,2.659005923272831,-2.4375,-0.9375,-0.5
1435295198891,-1,1.375,0.75,1.8582585934148133,-1,-1.375,0.75
1435295199090,-1.5,1.9375,-0.5625,2.5140231701398457,-1.5,-1.9375,-0.5625
1435295199288,0.25,-0.9375,-0.5,1.0915155747858112,0.25,0.9375,-0.5
1435295199487,-1.5,0.4375,0.25,1.5823736126465204,-1.5,-0.4375,0.25
1435295199686,-0.875,1.5625,0.4375,1.8434851504690781,-0.875,-1.5625,0.4375
1435295200083,-0.625,1.9375,0.375,2.0700618952098995,-0.625,-1.9375,0.375
1435295200282,0.1875,1.625,0.4375,1.6932771480180082,0.1875,-1.625,0.4375
1435295200284,-0.3125,0.75,0,0.8125,-0.3125,-0.75,0
1435295200481,-1.0625,3.625,0.1875,3.782153817601817,-1.0625,-3.625,0.1875
1435295200679,0.25,2.0625,0.375,2.111168219256817,0.25,-2.0625,0.375
1435295200878,0.4375,2.25,0.125,2.2955459590258696,0.4375,-2.25,0.125
1435295201077,0.3125,0.5,-0.3125,0.667317390751957,0.3125,-0.5,-0.3125
